59	kurze	4.030725208559798
59	tröstet	4.030725208559798
59	sterben	4.030725208559798
59	riß	4.030725208559798
59	kräftigsten	4.030725208559798
59	ißt	4.030725208559798
59	sanft	3.030725208559798
59	gleiches	3.030725208559798
59	riet	3.030725208559798
59	lieder	3.030725208559798
59	berühmte	3.030725208559798
59	papa	3.030725208559798
59	flaschen	3.030725208559798
59	fröhlich	2.030725208559798
59	gefragt	2.030725208559798
59	natürliche	2.030725208559798
59	innige	2.030725208559798
59	gilt	2.030725208559798
59	wundre	2.030725208559798
59	dankte	2.030725208559798
59	nachstreben	2.030725208559798
59	probiert	2.030725208559798
59	maske	2.030725208559798
59	werfen	2.030725208559798
59	anspruchslosigkeit	2.030725208559798
59	guste	2.030725208559798
59	empfindlichkeit	2.030725208559798
59	kurieren	2.030725208559798
59	stubenrauch	2.030725208559798
59	geweint	2.030725208559798
59	unbeständigkeit	2.030725208559798
59	vorwerfen	2.030725208559798
59	abwenden	2.030725208559798
59	losmachen	2.030725208559798
59	opfers	2.030725208559798
59	beharrlichkeit	2.030725208559798
59	schlafrock	2.030725208559798
59	blutet	2.030725208559798
59	credit	2.030725208559798
59	emil	2.030725208559798
59	geweckt	2.030725208559798
59	malte	2.030725208559798
59	lieberes	2.030725208559798
59	finster	2.030725208559798
59	torte	2.030725208559798
59	besserer	1.0307252085597984
59	erhalte	1.0307252085597984
59	gouvernante	1.0307252085597984
59	prinzen	1.0307252085597984
59	graf	1.0307252085597984
59	vollendetsten	1.0307252085597984
59	seinigen	1.0307252085597984
59	welt	1.0307252085597984
59	inhalt	1.0307252085597984
59	familienkreis	1.0307252085597984
59	gesinnungen	1.0307252085597984
59	anlage	1.0307252085597984
59	stillen	1.0307252085597984
59	papier	1.0307252085597984
59	tausend	1.0307252085597984
59	lebendig	1.0307252085597984
59	keuchhusten	1.0307252085597984
59	ärzte	1.0307252085597984
59	schicksal	1.0307252085597984
59	unendlich	1.0307252085597984
59	ziel	1.0307252085597984
59	besuchet	1.0307252085597984
59	abschiedskuß	1.0307252085597984
59	trostloser	1.0307252085597984
59	aushalten	1.0307252085597984
59	teurer	1.0307252085597984
59	tische	1.0307252085597984
59	treibt	1.0307252085597984
59	halten	1.0307252085597984
59	ertragen	1.0307252085597984
59	einst	1.0307252085597984
59	worauf	1.0307252085597984
59	erneuern	1.0307252085597984
59	beruhigende	1.0307252085597984
59	achten	1.0307252085597984
59	weins	1.0307252085597984
59	ziemlich	1.0307252085597984
59	leuchtende	1.0307252085597984
59	dingen	1.0307252085597984
59	erwarte	1.0307252085597984
59	zurücknehmen	1.0307252085597984
59	gram	1.0307252085597984
59	hinbringen	1.0307252085597984
59	cob	1.0307252085597984
59	sprache	1.0307252085597984
59	zürnend	1.0307252085597984
59	versuchen	1.0307252085597984
59	inde	1.0307252085597984
59	person	1.0307252085597984
59	erscheinung	1.0307252085597984
59	verschwiegenheit	1.0307252085597984
59	gefolge	1.0307252085597984
59	sommern	1.0307252085597984
59	lieblichkeit	1.0307252085597984
59	vorzuziehen	1.0307252085597984
59	dünkt	1.0307252085597984
59	hauptfehler	1.0307252085597984
59	angewohnheit	1.0307252085597984
