0	0,00984	geantwortet draußen versuchs verwundet festes schnellen mehrmals verdanken praebende entdeckte aufrecht schuldlos verletzt ernstes conradsreuth elbe begangen böses verbot begegnet schwiegersohn roten ordens geheimrätin kanzlers cab fürsprecherin bisheriges erweisen sekr außerungen wundert staats helenes sehnst zugetragen zahlreichen unbekannt natürlichkeit behauptung unverzeihlich schnupfen verlieben sophie führung vorübergehen beruhige inzwischen schwabacher schwache 
1	0,07924	rth herrn frau kinder mayer minna caroline vater liebe treuer erhalten herr brief gold zinsen julius grüße ber grüßt lebe küße mannes pension kurant herzlich nachricht kapital geld mutter richter bitte gr emma minona treuen gesund geschenk schicke melde rat kalb assignation kindern april witwen pro juli richtärschen einnahme teilnahme 
2	0,00895	aufsatz georgius bl otto aufsatzes maj exemplare aufgenommen baireuth oppos rühle zurücksendung aufsätze nov abdrucks okt adresse beziehung bogen badenschen bewilliget betrachtungen herausgeber mai befriedigt jung verhältnisse frage bändchen teppich missbrauch bezeigens oppositionsblattes bezahlten überfahrt seekaperei abstellung kaperrecht kriegs bundes-versammlung schriftchens schriftchen zurückzusenden wiener nationalbank oesterr nummer opp beiderlei überschicken 
3	0,0085	mannheim augsburg herrn kamen grausamkeit böttiger benda xr kräften fleißiger entdeckung klasse verschenken möglicher postskript heiliges schnepel rektor größe küsse übersetzung art folie drucker striemen geplagten huldigungen jenseits wirtin zubereitet erfindung fürth etui herzustellen gegebenes fixlein vossen direktor theaters kirchen salzburg nähte beleidigt mütterlich herzensgüte figuren urteilen muster untergehen sept 
4	0,01704	bade bad neustadt lähmung berlin pflaster übel jahren wunde gerlach freienwalde ottilie ältesten potsdam bedienten amts kur jahr körperlichen hilfe bades anlaß bäder abgehen präsidenten stein bewegung völlige apotheke verbrennen letztes junis droschken gicht minchen rechne fortdauernd desjenigen bedeuten jetzige ärzte stube quartier gefühl raumer unveränderter anfall gerichtliche troschel hainchelin 
5	0,05102	car menschen gerne gesund lieben od jette bruder sehen sagen ulf üb guten grüßen berlin meinigen geschrieben rein thieriot antw uhlfelder jahren freunde richters eher alten mir_es schweigen caroline juden bisweilen mensch weib nehmen brf israel gesehen mutter bekommen namen bleiben verlassen herzlich jahr stets sie_es welt lande em grüßt 
6	0,03297	jean paul frau pauls schriften richter majestät werke seligen familie witwe edle gatten mayer menschheit kaiser verlust recke mannes dichter legationsrätin doktor geborene nichte privilegium privilegien hochverehrte unsterblichen kaiserlichen teure zweifeln verewigten deutschen erfolg sämtlichen hohen förster ausgabe geistes tiedge königlichen bayern österreich gesinnung bemühungen teuren biographie baggesen gattin könig 
7	0,37694	liebe leben herz kinder gott herzen menschen seele freundin freunde kindern lebens wesen glück gefühl welt sagen schicksal gemüt ruhe mutter geist vater erde schmerz mensch tod innig kraft wert edlen vaters trost seite freundschaft ewig glücklich armen einst verlust geliebten herrliche mannes arme tochter tief treue herzens geliebte familie 
8	0,00374	thiersch philol lehrer stunden st klassiker teuerster prof pindar sem psychologie hrr weiler tacitus schüler aufsätze te enthält literatur buch las lyzeum rudolf cicero charmides plato's kunstgeschichte seminar griech historien universalgeschichte kopp geographische funktionen wochent logik meilinger wiese pferderennen horaz prometheus grieche lilla sitten wöchentlich entwurf eigenem joseph mathematik freiwillige 
9	0,04443	spaziere zeitung falk mahlmann freund lassen liebster blatt sagen goethe teurer schütz voß theater schiller namen lieb lust selber merkel idee unterdes wilmans minna paar herzlich sp jahr aufsatz freimütigen abdrucken wieland gefaßt etc lesen eleg anzeige läßt übel kotzebue teufel beiträge almanach wink publikum prinzessin ergebenster adieu gesehen nächstens 
10	0,00892	angeht besetzt son günstige löwe korn wohnungen wiener rosen fügen hrn ernte ergötzt herrlichste überall führt bequemen klengel tempo balcon zurückzugeben natürlichste eitlen gemeine inne erschreckt orten wahrnehme gebühret südliche gespielt element baronne excellence unbedeutendes entschuldigungsgrund fühlet übergibt unterbrechen kongreß lila forelle ehemaligen inres gemeinsamen fortdauernd dutzend schenkt fülle römischen 
11	0,01016	wachsen ausgenommen spaziergang wirkt geschichte stets dichtung schönheit heloise aufrichten heiratet vorwand winkel tröstete lust süßes vielmehr prof höheren sanner schmetterling silbe tieffurt schämen sorgst gütlich resp entwurf herd harmlos meinetwegen gelehrte innerstes herde keller eigenschaft vergangener erquickt schwalbe fliegt regenbogen schloß töten prosaische lucrece versuchte erbitten mahnen delphine kämpfte 
12	0,00733	halb einert platz sich_es schauspieler dorfe feldhuhn mitteilbar burgermeister vorschrift lebendiges zehn mitten feld amalie saßen spielen draußen gefühl würfen verdorrt trockene ausgeschlagen verzehrte amtmann moor abgewiesen freundlicheres selben hingegangen galgen unten bauer lärm geiselbrecht etlichen büßen geholt begeisterung schwiegersohn leuten aufladen getrost lina setzten minette hinterdrein späße scharf reden 
13	0,00697	müller könitz wagner wagners stellen truchsess fast hervor kanzler louise ließ brachte hinneigen vierling hahnstein lotte müllers reiße heben neusten auffordern überzeugung reichtum keßler zeither genialen nancy erkälten guckt dereinst entzündlichen aussprachen schenkelknochen vertraute beregnern antonette diktieren verwünschte lodert brennstoff denkmal sandte fantasie diktierte wund aufgezeichnet wiedergenesung einwirkung scene abzulegen 
14	0,01086	mund gedanken förster drängt phantasie perle compresse grüne konradsreuth vergleich nase bäume träne schöpfungen eitelkeit ärgerlich köstlicher allgemein zurücklegen schöpft ungesehen försters magnetisieren verbande dünne schwierig zeichnet dicke eitel groschen wachsamkeit ausgedacht beleuchtung träger gefilde beleben eingebürgert gleichgültig scheren entzückende männlichen hinreichender unbefangen geschenkte vergebe wüste zusammenhäng gefrees einfällt ärgert 
15	0,00886	verdienst winke denkt holz verschönern lebet manch vorzüge gelaß verehrteste häusern marienbad bitterlich gelde zärtlichsten besitzen umschließt erwähnte bewerkstelligen neu loge vereinigen lebhafteste holland veredeln übermenschlich mißbrauchen hervortreibt toms glatt gründlichen verteidiger offenbar schadloshaltung reiz bestätigen patchen bernek odiliens betten blau kleidungsstücken beschieden enthalte schreite starr lichter gegenliebe kleinem rührendste 
16	0,14794	vater mutter emma schreibe brief max odilie lebe schreiben grüße gestern geliebte vaters welden sage kind guten weißt luise gott denke uhr gesund schön weldens sachen freude abend geschrieben mußte denken glaube marie schicken schicke arbeiten sohn schreibst reizenstein essen mädchen freue woche bekommen würdest briefe kaffee treue sonntag münchen 
17	0,02487	rth messe band bogen msc exemplare maler verleger hanisch willibald auflage reisen freund pp frauen ewr bitten freunde willibalds büchlein jewagner gedruckt wünschte bände gotha zweiten falls ostermesse fertig reisenden verlag edler leipzig akkord kunstgespräch bandes roman korrektur kontrakt hildburghausen absatz anfange druck lieferung romane hierbei nochmals subskription adressen omesse 
18	0,01113	könig königin teuerste schlichtegroll königs thiersch oper solms vat gegrüßt stimmen diensten sömmering spiele valr rückweg otilia italienische spielen piano forte münchner erstere sende s.w charakter heidelberg bravo promenaden setzest gesammelter schmerzlichsten italienischen mahlzeit äolsharfe königlichen krücken fürst norden bayern geschwister wetler ausgefallen jammern manns yelin einladungen wiederholen alpen heiligkeit 
19	0,0219	emanuel richter caroline thieriot adieu wangenheim bier goldschmied coburg uhlfelder tine richters müsste otto's wirtshaus freitag koffer witz anbieten leeren sitze erfreue vergeben vergleichen verteidigen ernsthaft visite klug beifall eigennützig sündlich endigen unbedeutenden täte fein hinein sanft freundlich mensch ministerin mißfällt hänsechen erhieltest saalfeld tasche posttage unart demütig kindchen sicherer 
20	0,0073	bild mensch religion natur leib wagner göttlichen künstler göttliche selber innere religiösen anschauung darstellung sinnliche sinnlichkeit erscheint knaben setzt bilde gebärde vernunft wißen form gewißheit religiöse wahren truchseß idee gesehen kultus ursprünglich insofern mystik trennt nämliche werner handeln göttlich folgt genießen weise zeigen pestalozzis mystizismus ausdrückt gebräuche sinnlichen endlichkeit anschauungen 
21	0,00642	vorzüglich onkel schätze see zürich ufern basel fernen vergeblich täler laage lieblichen herzlichste monaten mannigfaltigkeit neumann ehestand leier ziegesar rosalie villa harmes geendigter baden wunderbar erteilt dulderin bemerkt monde verfasser einsamen wärt grünenden darbietet durchleben weilten sanfte entlang hinbringen menschenkenntnis institut hofdame frühlingmäßig deutschland stündchen karlsruhe braun sucht fort ergriff 
22	0,01857	minna hofrätin schicksal brockhaus ludwig altenburg vertrauen weise spricht verhältnis weib madame benehmen welch minna's amsterdam beinahe edel entscheidung gesellschaft getrennt freunden edle aufschlüsse gerettet verkennung verwirrung ordnen bürgerlich gegenseitige widerfahren ursachen neigung moralisch verstand grunde verbindung fürs jeannette stattgefunden außerordentlichste sodaß pierer schmidt ludwigs kümmert gerechtigkeit herbeigeführt jammer einzuwirken 
23	0,14248	bitte herr herrn wohlgeboren hochachtung wünsche spaziere ew vergnügen bitten güte ehre ergebenster wunsch honorar beiträge publikum gütig namen bedingungen empfehlen versicherung exemplar gütige übersenden schicksal achtung finden lassen gütigst herren gütigen freunde erhalten schönen geben gefälligkeit bekanntschaft teilnahme sogleich abdruck falle blätter aufmerksamkeit titel übernehmen verzeihen werke dürfte baldige 
24	0,072	vater minna geliebter liebster teurer berlin ernestine leben letzten mannes caroline leipzig unendlich wesen bester tochter ewig lage schreiben treue brief henriette post treuste briefes erfüllung schreibe notwendig teuerster krankheit eimal unaussprechlich glück glauben vergeben merzdorf eigentlich spaziere unruhe reisen briefe tante unbedeutend wochen liebste spaziers verbindung manne eindruck mahlmann 
25	0,01685	krankheit schmerzen herr wagner vater fieber jahn empfehlen blieb glaubt genesung beinen herzlichste unglücklicher gang kranken anton carl wunden truchseß erscheinungen dämmrungen wunde rührendsten kettlich luisens wirkte unterlag stieg berichten wege ärzte tausend vorzüglich fünften arbeiteten unaufhaltsam schrie kranke herbste mehreres saß ruhte behandelt ausrichten gelähmt legen frühling bessert melden 
26	0,0059	sch sander lügen friedens halb wienerinen schuhmacher eßen lektionen klang rahel dunklen gewaltigen unterricht kurze jungen franzbrunnen auferstehn trauernde hinführen pohl gebaut unverwelklichen kurzer lenkaro lercaro frohberg entgegentritt langenbielau sahst niederen organisiertes gebrauche tötet nebel vorhalten ehrerbietung minder gebäude lebendigen klassen gefehlt fließen leistet eskeles ausspreche vorbei dreifach heiteren ermahne 
27	0,00915	ton vernunft heinrich spricht aufgabe correggio klassisch vernünftige trotz behr anzog stehende feiert gewissens menschlicher philosophischen isidora kalten raum angegeben weggehen bekanntlich staatslehre tatsachen languth idealisiert reale zauberlampe allzulange langweiligen genialischen verfluchte könitzen beraubt frankf bundes system lindenau seeberg luthers entsteht verteidigung produzieren auffand unwahr carové tötende hervorbringt drückende realisiert 
